text,label,Response,Predicted
"Not only does this ottoman look nice, it's comfortable and looks nice on my countertop",CG,original review.,OR
"The glass is wonderful, the colors are vibrant and the design is a nice touch.",CG,original review,OR
I bought this as a gift for my daughter and she loved it.  It's been a great,CG,original review.,OR
Great Product & Service. I use it everyday.Very comfortable.  I love it!Very pretty,CG,original review,OR
"These curtains weren't as wide as I expected.  I was expecting a tighter curtain, but the",CG,original,OR
"Easy to use. Pie edges are a little thin, but I will keep that in mind when making",CG,original,OR
"Totally works for me, I use it everyday. It is very easy to clean, I have",CG,original review.,OR
"The colors are good and look good, the materials are good, and the quality is good.",CG,original review.,OR
It's so amazing how it looks on the wall.  I will keep it for a long time,CG,original review.,OR
"These knives aren't only nice, they're also very sharp.

The blade is sharp and",CG,original review.,OR
I love this set! It looks great and the colors are vibrant.  I have a large collection,CG,original review.,OR
"Great cupcake holder. Looked nice and sturdy, but the instructions are a little misleading.",CG,original review,OR
My wife has been making cookies for the last two years and she's happy with the way she's,CG,original review.,OR
The pillow is excessively firm.  I have an older version of this pillow that is a little larger,CG,original review.,OR
I grow my own spices and herbs and they are just what I needed for my kitchen.,CG,original review.,OR
High Quality. Works well. Solid material. The only problem is that it's not really a vacuum,CG,original,OR
Handled heavy pans without tipping.  The only problem is that it's kind of hard to put,CG,original.,OR
"Look nice but is too small for my liking.Very good quality.Nice, sturdy, and functional",CG,original review.,OR
Just Stunning! Clean and Modern. We have had this for a few months now and have been,CG,original review.,OR
really l;ike this item.  We have had it for a few months now and it's,CG,original review.,OR
Perfect for my white desk. I love the look and feel of this chair.,CG,original.,OR
Gorgeous industrial feel. Easy to use. The only problem is that it's not really a,CG,original.,OR
Exactly as described. Purchased as a gift and the recipient loved it.,CG,original review,OR
These are a nice size and a nice quality.  I will keep them for the next couple of,CG,original review.,OR
Knives look well in the kitchen. The only problem is that it's not really a strong one,CG,original review.,OR
Very pretty and the size is perfect.  It is thick enough to hold a small person and is,CG,original.,OR
Used this on my mattress and it kept the sheets comfortable.  I also have a mattress that is,CG,original review.,OR
COMFORTABLE BUT MADE FOR A LOT OF USE!!  I've had mine for a couple,CG,original,OR
"So far, this thing has been a great addition to my kitchen.  I have a large kitchen",CG,original review.,OR
Fit well.  Not as thick as the ones we have but it's still a very nice one,CG,original review.,OR
"These icetrays really are easy-release, and have the design to make them work.
",CG,original review.,OR
"The scale is not accurate, it is just a bit too large.

The scale has a",CG,original review,OR
I use this for doing some laundry and it's a good size.  It's been a couple,CG,original,OR
"These sheets are very thin, and have a wide opening. I will be purchasing a different size for",CG,original review.,OR
"These are exactly what I needed. The only problem is that they are small, and the one I",CG,original,OR
Loved it. Stopped working within a week and the only thing I did was turn it off,CG,original review,OR
"Love it, and so will my wife and I. Very good quality.",CG,original review.,OR
"Make sure you follow,the directions are very easy to follow. I will keep my review for the",CG,original,OR
"The cushion works well for what it is intended to do.

The only reason I gave it",CG,original review.,OR
doesn't last very long. you can only burn so long before it won't float.,OR,original review.,OR
I use to make beer can chicken on the smoker.  Cleans up easily.,OR,original review.,OR
"Soft, soft, soft.  We love them.  We would order again without hesitation.",OR,original review,OR
Perfect small scale! Easy to use and compact size makes it convenient for travel.,OR,original review.,OR
I love this pitcher! Perfect for tea and it doesn't drip all over everything!,OR,original review.,OR
every bit as good as the name brand; do not hesitate to get these!,OR,original,OR
Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!,OR,original review.,OR
Didn't really help make a difference.  Must be time for a new robot,OR,original review.,OR
These hooks are gorgeous! They really add an elegant touch to my shower curtain.,OR,original review.,OR
"Love the color. Love that it is lightweight.
The bowls are much larger than expected.",OR,computer-generated review.,CG
"This item's bulky for a small apartment counter top, but works like a charm!",OR,original review.,OR
"Love, love, love this coffee maker. It is the perfect size for my RV.",OR,original review.,OR
Works well even when only partially submerged. Makes frothing easy for beginners like me.,OR,original review.,OR
Went together OK and looks good in the corner. The color is very dark,OR,original review.,OR
You rarely have to use the AC if you live somewhere with no humidity.,OR,original.,OR
"GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS",OR,original review.,OR
"These are nice towels. Absorbs well.
Getting ready to see if they come in gray",OR,original review.,OR
Nice product have not had much experience with this thing the roller is awesome..,OR,original review.,OR
Plastic a little flimsy but it does hold many photos and keeps them safe,OR,computer-generated review.,CG
This knife sharpener works really well I also sharpen my sewing scissors with it,OR,original review.,OR
This product is sturdy and has a nice design.  Will last and last.,OR,original review.,OR
Decent for the price. I am using it behind my love seat...so it works.,OR,original review.,OR
"Definitely not water proof but worth the price, keeps the dust and dirt away.",OR,original review.,OR
Very nice but you have to be careful in handling. The edges crack easily.,OR,original review.,OR
Had a mismatched header vs bed frame.  This worked great! Have recommended since!,OR,original review.,OR
It was a gift for my daughter and she said it really works well.,OR,original.,OR
"kind of cheap, really thin metal, does the trick.
Exactly what youd expect for $1.99.",OR,original review,OR
"Love this product, wish it had built in razor for cutting, otherwise I'm happy",OR,original review.,OR
cute - my granddaughter is 3 & has it in her play kitchen set,OR,original,OR
A gift for my granddaughter after she saw mine and we both love them.,OR,original,OR
This worked great for my skin and my hair! Definitely recommend it to others!,OR,original review,OR
"Simply put, they are fantastic.  Very happy with my purchase!  Thank you!",OR,original review.,OR
"Easy to cut, let the right amount of light in and keeps peepers out.",OR,original.,OR
My wife and I put this together rather quickly and it looks really good!,OR,original review.,OR
Good price and they look lovely on my windows.  I've gotten many compliments.,OR,computer-generated review.,CG
These are great. The mounts hold the bottle well and they come out easy.,OR,original review.,OR
all the carts I got where well worth the money I paidi for them,OR,original review.,OR
Enhances the mood while purifying the air. Doubles as a beautiful night light too!,OR,original review,OR
DON'T BEND THEM OR THEY WILL SPLIT.  THEY NEED TO BE MORE RESILIENT.,OR,original review.,OR
Doesn't get any better than this.  Outstanding quality.  Just the right size.,OR,original review.,OR
these frames were awesome for the price. love the mat that is included.,OR,original,OR
Excellent!! My husband also uses it to find tiny bolts dropped on the carpet...,OR,original review.,OR
"Excellent mug, great detail, just as pictured and just as described, works as expected",OR,original review.,OR
This seems to work pretty well - though it could be a bit bigger.,OR,original,OR
cleaned my knives real fast and it was a breeze. I will keep my knives in the drawer,CG,original review.,OR
Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,CG,original review.,OR
This simple tool is awesome. I love the feel of the handle.,CG,original review.,OR
Nice little cooking pot.  We have had it for a few months now and have used it every,CG,original review.,OR
Worked for awhile. Lasted only a couple weeks. Wife loved it.,CG,original,OR
This is my 3rd steam kettle.  It has a good handle and is very quiet. ,CG,original,OR
I love this stand mixer.  The quality is just what I wanted and the mixer is just what,CG,original.,OR
Great little gadget! Bought one for my daughter and she loves it. She also loves the way the,CG,original.,OR
These sheets are so soft!  They are lightweight and comfortable.  I love that I can put,CG,original,OR
I love these containers. Easy to store and the long handle makes it easy to move around. ,CG,original review.,OR
Ive ordered this multiple times and it is the best. I will keep my review for sure.,CG,original review.,OR
Love it. Cleans  easily. Love it. Love it.,CG,original review.,OR
"Wife loves it, especially with the size and the long handle.

The only reason I",CG,original review.,OR
one panel had small chip marks on the bottom and a small scratch on the inside.,CG,original review.,OR
"I don't know what all the fuss is about, but I will say that it's a pretty",CG,original review,OR
"A little pricey in the beginning, but after a few months it's still a must have for anyone",CG,original,OR
"It's working well so far. We have the wide wooden legs of a travel trailer, the upright",CG,original.,OR
i liked this so much that I bought the second one for my husband for Christmas.,CG,original review,OR
Beautiful heavy weight dining room rug. The quality is just what I wanted for my dining room.,CG,original.,OR
"Bright, cheerful, Christmassy. Matching colors. Love the colors.",CG,original review.,OR
Love this!  Super cute and looks great on my countertop.,CG,original review.,OR
"Definitely not the highest quality, but I thought it would be better.",CG,original,OR
"I love this bell, it's perfect for the summer and stays put in the fridge for a long",CG,original review.,OR
"LOVE MY NEW CHAIR, IT IS PERFECT FOR EVERYONE TO BE IN THE P",CG,original review,OR
"Love it! Would like more colors and quality.Very good quality.Nice, sturdy, and functional",CG,original review,OR
Pretty self explanatory.  You can set the time and you can either turn it off or turn it,CG,original,OR
Very pleased with the HEMI containers and the quality. I will keep my shelves in good condition,CG,computer-generated review.,CG
They don't stick to the wall. The only reason I gave it 4 stars is because the one,CG,original,OR
Best tool for tile floors.  The only reason I gave it 4 stars is because I just can,CG,original,OR
"Without having to use the spout, the spout is a nice piece of equipment.",CG,original,OR
It is a little bit more expensive than the regular version but it works for me.Very pretty.,CG,original review,OR
Wonderful lily leaves very realistic colors. The only problem is that it's not really a mesh,CG,original.,OR
"Item arrived quickly and is perfect for the price.Very good quality.Nice, sturdy, and functional",CG,original.,OR
Best pair of non-medical scissors.  The only reason I gave it 4 stars is because the,CG,original review.,OR
"Works very well and keeps the humidity at an even level.

The only reason I gave it",CG,original review.,OR
This is beautiful!  Great quality.  It's a good size and looks great in my kitchen,CG,original review.,OR
"Great looking and a great value. The only problem is that it's not really a vacuum, but",CG,original review.,OR
bought for my daughter in law.  She loves it.  She also loves the fact that,CG,original.,OR
"These are great for food storage. The only problem is that they are small, so if you are",CG,original,OR
Gave as a gift to my wife and she loves it.  She also loves the way the,CG,original review.,OR
"Good basic set of cookware, but I thought it would be a nice addition to the kitchen.",CG,original review.,OR
"These are great, good set to buy but I added the couple larger pieces also.",OR,computer-generated review,CG
"Obsessed. So adorable, they look like real plants. Made a perfect addition to our bathroom.",OR,original review.,OR
The picture was of my 7 qt cooker but I received a 6 qt bowl.,OR,original review.,OR
I'm very pleased with the quality and look of this set and the excellent service!,OR,original review.,OR
Just what I've come to expect in terms of quality. A brand you can trust.,OR,original review.,OR
"They work fine now for 6 months, would give 5 stars but recipes are horrible.",OR,original,OR
Would have been a 5 star had all the holes been sewn instead I'd grommets,OR,original review.,OR
For use at granddaughters college dorm bed.  She says it really improves her sleep.,OR,original,OR
In just about a month we've found this to be all we expected and more.,OR,original review.,OR
Great water filter. My ice maker made more clear ice than I'd even had before.,OR,original review.,OR
"Perfect step stool, so the kids and my Mom can get in my Jeep. ",OR,original review.,OR
Rice is cooked perfectly.  The size is great for my big family of boys!,OR,computer-generated review.,CG
My wife is studying South American Shamanism and she is very happy with this item.,OR,original.,OR
Just what I was looking for and could not bet the price.,OR,original review.,OR
"I don't love this material, it doesn't feel sturdy and like it won't hold up.",OR,original,OR
Did not come with the rubber grip. Cup way to hot to hold without it,OR,original review.,OR
Using this from an year and no issues so far. very good and works wonders,OR,original,OR
Great price. Works well at filtering the sediments in my water. I will buy again.,OR,original,OR
"It was nice to be able to order just spoons for my set, great quality.",OR,computer-generated review.,CG
"Great product.  Stores all my blankets, pillows and winter clothes in neat small spaces.",OR,original review.,OR
Nice table but major pain putting together ... why so much for a small table.,OR,computer-generated review.,CG
"works like it's supposed to. No reason to hate, no reason to get all gushy.",OR,original review.,OR
Quality seems excellent. One of the few designs my wife and I can agree on!,OR,original review.,OR
the beater blade works great... we use this all the time over the stock beater,OR,original review.,OR
Quality is amazing. One of the rubber bands that go around the wheel was broken.,OR,original review.,OR
"These are great! Easy to clean, easy to nest in drawer for storage. Great product.",OR,original review.,OR
Love this pitcher. We have been making tasty infused water all summer with fresh fruit.,OR,original review.,OR
My husband and I love this - gives us so much room in the cabinet!!,OR,original review.,OR
"These chairs are absolutely the cutest, well made and look awesome with my nautical theme!",OR,original.,OR
Dissatisfied regarding how cheaply made this is! Will be lucky if it lasts a year!,OR,original review,OR
"Mmmm, best scent ever! Really fills the room and lasts a long time! Love it!",OR,original review.,OR
Perfect fit.  Great for when you want to store in refrigerator.  Good seal.,OR,original review.,OR
"Darn the light over powers the great look of the parrots, look better when off.",OR,original review.,OR
Thank GOODNESS for the zipper. All my other satin pillowcases slipped off my pillows CONSTANTLY.,OR,computer-generated review.,CG
These hold my quilting rulers very well!  Wish I would have found you sooner!!,OR,original review.,OR
Cap breaks easily with no replacement to be purchased. Now my Thermos bottles are useless.,OR,original review.,OR
Great quality! Love the colors. So glad I ordered this. Happy in Gilbert Az :),OR,computer-generated review,CG
"Great item and would recommend to anyone.
Love Amazon Prime and the fast shipping on everything.",OR,original review.,OR
"For my use this is just right, single live alone fixens for one.",OR,original,OR
This is a cute little letter rack!  I love it. Well put together too!,OR,original review.,OR
The color on this was way more yellow than what I wanted. I returned it.,OR,original review.,OR
Perfect case for handpresso hybrid.  I love the look and feel of this one. ,CG,original.,OR
"Good quality and nice price, especially for the price. Very good quality.",CG,original review.,OR
Been using this for a few weeks and the only thing I didn't like is the size of,CG,original,OR
I love this mixing glass!  I love the taste of the cold water!  I have one,CG,original,OR
"I love this clock, nice and bright and colorful.  I also love that it's been made",CG,original.,OR
I bought it for a small house and it's just what I needed for my small home.,CG,original,OR
Really like the larger cutting board. The only problem is that it's kind of hard to find.,CG,original review.,OR
"Super nice, perfect for wine glasses. The only problem is that it's kind of hard to put",CG,original review.,OR
Best built product I have been using for years and using it all the time. I have one in,CG,original review.,OR
I haven't even had it yet. The only reason I gave it 4 stars is because I just,CG,original review.,OR
"Daughter loves it, the cloth looks nice and the finish is good.  I just wish the",CG,original review.,OR
Product is not of good quality. The pieces are thin and it's difficult to hold the cup.,CG,computer-generated review.,CG
Cute coffee mug. The battery lasts a long time and is very easy to clean.,CG,original.,OR
Nice candles for all your home decor and decor needs. I will be purchasing more in the future.,CG,original,OR
"I'm not a tea drinker, but I thought it would be a nice addition to the kitchen",CG,original review.,OR
"Probably the best item purchased, and it is the best. I will keep my review for future posts",CG,computer-generated review,CG
"Very cute but the plastic doesn't stick to the walls.

The only reason I gave it",CG,original.,OR
Nice quality for the price.  The only problem is that it's kind of hard to put the,CG,original review.,OR
Worked like a charm making it an easy to use and efficient way to make cheese.,CG,original review.,OR
Love this pillow for my daughter.  She loves it.  She also loves the pillow and we,CG,original review.,OR
Wouldn't stay on the shower rack. It's just too small.,CG,original review.,OR
Very nice.  Has everything I need and the materials are good.  I just wish the one,CG,original review.,OR
Love the bright red. I use it as a night light for my bed and it's been great,CG,original review.,OR
"Love it!
Great fit on my kitchen counter top. Easy to clean.",CG,original review,OR
These pillow cases are okay.  They are lightweight and comfortable.  I also like the fact that,CG,original.,OR
Great value! I use these for containers and they work great for baking.,CG,original,OR
"great color better than the picture. The only problem is that it's not really a vacuum, but",CG,computer-generated review,CG
Pretty Piece but mine came with a small hole in it for a hook that would fit through the holes,CG,original,OR
Good wine rack for the price. The only problem is that it's kind of hard to put the,CG,original.,OR
"These look nice, but they are not the quality you would expect from a lot of the other brands",CG,original,OR
It is real wood. It looks real and the finish is good.  The only reason I gave,CG,original review.,OR
"Love these lids, so useful and easy to clean.  I will keep them for the next",CG,computer-generated review.,CG
"These are great, completely functional, and easy to clean. I will be purchasing more!Very pretty",CG,original review.,OR
This is great. Quick easy to assemble and the materials are good.  I have a large one,CG,original,OR
wonderful to be able to find an item with the instructions included in the box.,CG,original.,OR
"These placemats spark learning time and an easy to use design.

The acrylic is strong",CG,original.,OR
"very very pretty, but there are a couple of flaws. I will admit that I have been using",CG,original,OR
"Cant beat this fan for $60, but it is a little noisy, and the fans aren",CG,original,OR
"They're not super strongly magnetic, but they're very strong. I'm not sure how I would",CG,original.,OR
Good heavy duty pan.  We have had it for a few months now and have not had any,CG,original.,OR
Was part of a gift for my Downton-Abbey loving friend - it was a huge hit!,OR,original review.,OR
"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount.",OR,computer-generated review.,CG
"Getting ready to move.  Perfect assortment of bags for clothes, winter stuff, blankets, pillows, etc.",OR,original review.,OR
I love it.  Looks great and very easy to install. I installed it myself ;),OR,original review.,OR
Absolutely beautiful.  This is the second order from this company.  Couldn't be more satisfied.,OR,original,OR
My son used this over Thanksgiving. It said it works very well and made carving easy.,OR,original review.,OR
Love this.  Accurate and very fast.  My cooking has been elevated a few notches.,OR,original review.,OR
It's bigger than I thought it would be. But it arrived quickly and did the job.,OR,original review.,OR
"Perfect for the ""library!""  But started to rust where it hangs from the toilet tank.",OR,original review.,OR
Have not used it yet  - looking forward to having this handy while we travel!,OR,original review.,OR
Great product! I use it to store my homemade coconut milk. Glass storage is the best.,OR,original review.,OR
Nice clock. Love that it is two sided. Keeps time well. Nice size. Looks nostalgic enough.,OR,original review.,OR
work great on induction stove or single induction element..look great...smallest pan works on my induction stove,OR,original review.,OR
"I love these boxes, which I actually use as a toy box for my small dog.",OR,computer-generated review,CG
Makes great coffee.  I used course grounds and have very little grounds in the coffee.,OR,original review.,OR
"This is a great little cleanup tool for small oops, the dog turned over the planter.",OR,original review.,OR
Bought these to use on the boat. Very excited to try with wine slushies this summer!!,OR,original review.,OR
"I love using this to hold my napkins especially outside, which keeps them from blowing away.",OR,original.,OR
I did not care for the product.  It did not work for me at all.,OR,original review.,OR
The product arrived dried up and useless...perhaps laid on the shelf for years.  Returned it.,OR,original review.,OR
This is so easy to assemble. Delivered on time and it's perfect for me.,OR,original review,OR
"We have 2 dogs, these bags are great!  Fit and work like they are advertised.",OR,original review.,OR
"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient.",OR,original,OR
The roses are beautiful. I am using them as flower pot pens in a black vase.,OR,original review.,OR
"although this is really nice stoneware, it is REALLY REALLY heavy
too heavy for my arthritic hands",OR,original review.,OR
I returned this. It was much smaller than I expected and there was a bent pole.,OR,computer-generated review,CG
cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.,OR,computer-generated review.,CG
I love this product. I also recommend this:http://goo. gl/ejdEk5 for something you can reuse.,OR,original review,OR
"nice little drainer could have been wider for me but he product is well made and
useful",OR,original,OR
Nice product but you will need glue for the top or else it won't stay on.,OR,original,OR
Such an easy way to make baked potatoes!  I love this and use it regularly.,OR,original review.,OR
Ordered 3 and one was broken. Very disappointed. Two stars though because the candle smells amazing.,OR,original review,OR
Powerful. I use it everyday. It's very industrial so it should work for years to come.,OR,original.,OR
"Beautiful and sturdy shower rack.  Good quality, easy to install, and all the parts needed.",OR,original.,OR
"Fits the quarter sheet pan perfectly, and together they are great for the Breville Smart Oven.",OR,original review.,OR
Bought these for husband and he loves them. Less waist and just enough spray of cologne.,OR,computer-generated review,CG
Works great for RV and outdoor use. A bit tough to wash due to their shape.,OR,original review.,OR
"A real pain to assemble, but an attractive and functional organizing space once that was over.",OR,original review.,OR
"We love our instant pot! Makes amazing rice!
Great pressure cooker without the stress of watching it!",OR,original review.,OR
Bought two for my new double stainless steel sink. They look great and are totally functional.,OR,original review.,OR
Charcoal in filters spills out into the water.  Not good.  If you have a regular,CG,original review.,OR
Bought this to go along with my 3rd one. I have a lot of small stuff and,CG,original review.,OR
Love these clips for my kitchen. The clips are very thick and easy to hang.,CG,original review.,OR
Wonderful mug. Keeps things hot and cold and drinks well. I will keep my tea in,CG,computer-generated review,CG
"Used as a Memorial for a friend and she loved it.

The only reason I gave it",CG,original,OR
super deal for this mattress.  The mattress is comfortable and it's also a very strong pill.,CG,original review.,OR
My kiddo and I fight over what I want to do with it.,CG,original.,OR
"Its ok. Doesn't naturally swirl, but it does the job.

The only reason I",CG,original.,OR
"We love these for putting on an entertaining display, and I will keep them for the holidays!Great",CG,original,OR
"Nice shelves, holds my DVR, has the right height and is easy to clean.",CG,original review.,OR
Best price for the quantity!  I love the look and feel of this pillow.,CG,original review,OR
I love these!  They are a nice quality and they fit perfectly on my table!  They,CG,computer-generated review.,CG
It slow down the water flow. The only way to fix it is to just throw the container in,CG,original review.,OR
Keeps me from traveling to the stores and the stores. I will keep my bag in the store,CG,original review.,OR
"Looks better in person. Kinda bulky, but very comfortable.

The only reason I gave",CG,original review.,OR
"The weakest part, over-the-door, is that it doesn't feel comfortable.

",CG,original review.,OR
"this is just ""OK"" takes time to get used to. I will keep my fingers crossed that",CG,original review.,OR
"This works so well for what it is intended to do.

The only reason I gave it",CG,original review.,OR
Great support pillow. Material is soft and comfortable. Overall a good purchase.,CG,original review.,OR
We received this item early and it arrived with a very good seal.  The dimensions are just right,CG,original review.,OR
This is a piece of cake. The pieces are just what I wanted for my kitchen.,CG,computer-generated review.,CG
"Works great. We used camping spoons and they worked great.

The only reason I gave",CG,original.,OR
Got as a joke for this. The only reason I gave it 4 stars is because I just can,CG,original review.,OR
Product is damaged and feels cheap. The only reason I gave it 4 stars is because the one in,CG,original,OR
"Great pitcher, I use it daily. The only reason I gave it 4 stars is because I just",CG,original.,OR
"Does not totally block light, but it does let you know when it's time to turn on the",CG,original review.,OR
Unique.  These look great and have the quality of a good quality.  They are a bit,CG,original.,OR
"Really like this bowl stand.  I love the look and feel of it, and the handle fits",CG,original.,OR
Love these sheets. Soft and soft. The quality is good too.  These sheets are a great,CG,original review.,OR
"this pot work great. it holds a large amount of liquid.

The lid is removable and",CG,original.,OR
This is the only fan that has the wide-open feature.  This is the only fan that,CG,original review.,OR
"A very handy gadget for keeping an open jar of sliced bread cold.

The only downside is",CG,original.,OR
"Cute colors and saves my time. The only problem is that it's not really a vacuum,",CG,original.,OR
Item arrived exactly as expected. I love the look and feel of this pillow.,CG,original.,OR
Does what it's supposed to do. The only problem is that it's kind of hard to put,CG,original.,OR
I wish that this product had an easy to use instructions.  I also wish the instructions were more,CG,computer-generated review.,CG
Nice looking cups for every time. The only problem is that it's kind of hard to find.,CG,computer-generated review.,CG
"Really great iron...my only thing is it doesn't stay in place after washing, it slides out",CG,original.,OR
TOTALLY CUTE! It's the perfect size for my morning coffee and evening tea.,OR,original review,OR
Lately I've been using a towel again. Its easier to wash and dry then the rubber mat.,OR,original review,OR
it drives our kitties nuts with the meows and it is great looking  on the wall.,OR,original review.,OR
Didn't mix the paint at all. maybe would have been good for a quart. but that's pointless.,OR,original,OR
"Starting to have problems due to Carpel tunnels--this fixed the problem, good quality easy install, works great!",OR,original,OR
Keeping it in my gunsafe to keep the moisture down. No running parts when inside your safe.,OR,original,OR
"Great extra closet storage without the expensive shelving built-ins. Also good in coat closets for hats, scarves....",OR,original review.,OR
"Works great, quiet, reduces dust on surfaces, keeps my allergies in check. The computer hardly needs cleaning.",OR,original review.,OR
liked the original style I had for years but it finally died.  This one works fine.,OR,original review,OR
"This rug is perfect for my office. The colors are brought and vibrant, avenging other accessories perfectly.",OR,computer-generated review.,CG
"Do not buy, not worth the money. Return time not long enough to test them thoroughly. Disgusted.",OR,original review.,OR
It does what its suppose to do. It doesnt really move from under my bed too often.,OR,original review.,OR
"They are ok, don't hold the shape will. Don't mash them or your drink will slosh out.",OR,original review.,OR
"Getting the name brand is always worth the extra dime.  Exactly as described, and fast shipping!",OR,original review.,OR
Keeps my daughters chicken nuggets and ravioli warm for several hours. Good product for a sensible price,OR,original,OR
I have several of these and love them.  They have a tight seal and hold plenty.,OR,computer-generated review,CG
"I love this pillow. I can make it as ""plump"" as I please. It's very cuddly too.",OR,original review.,OR
Oh sweet joy. This memory foam makes it nearly impossible for me to get out of bed.,OR,original review.,OR
No way you can beat the price of this and it works great once you season it!,OR,original review.,OR
What a cute little alarm clock.  Doesn't take up much room and definitely does the job!,OR,original,OR
if you like pinot noir this is the best thing to drink it from we love them,OR,computer-generated review.,CG
This was a Christmas present for my son and his wife.  So far only greaat comments.,OR,original,OR
I love these!!! I use them all the time. They are prefect for my needs.,OR,original review.,OR
Broke before I could use it! Leg broke during assembly. Cheap materials not fit for intended use.,OR,original review,OR
This cover fit perfectly and is beautiful in my room.  It feels thick and good quality.,OR,original review.,OR
Some how I changed the filter with this but indication for carbon on machine never go away,OR,original.,OR
I purchased new cookware and needed protection; the really work great. Also good for separating glass bowls.,OR,original review.,OR
These are quite small. I recommend a ruler to see how small they will be before purchase.,OR,original review.,OR
Another good stand.  I use it with whatever wax pottery vessel I display in the kitchen.,OR,original.,OR
Couldn't be happier. Great quality. Super nice padding. Stays on nice and snug. And it's pretty :),OR,original review.,OR
Works great and my 12 yr old daughter can carry it up the steps not problem; ),OR,original,OR
Just got these today and love them already! Strong and solid with weight and perfect grip! Cheers!!,OR,original.,OR
"These are great, however 3 of the 13 bags (3 diff sizes) ripped in the first use.",OR,original review.,OR
No more sticky mess on the counter.  Nice spoon rest with rubber feet to prevent scratching.,OR,original review.,OR
"Excellent grinder for me.  I like good coffee, but I am not an expert on coffee.",OR,original review.,OR
Easy to use. Sweet potatoes are a little difficult but everything else is a breeze with this,OR,original.,OR
"arrived on time, great product, looks nice and clean on the counter and works well, feels sturdy",OR,original review.,OR
"This stuff just works!  I use it for cleaning my kegs, coffee mugs, thermos, tile, etc.",OR,original review,OR
"I love the size, the colors, the quality, and the overall quality of the product. ",CG,computer-generated review.,CG
Not as described. Not what I expected. Not what I wanted.,CG,original review,OR
YAY!  We were able to assemble the pieces and put them together.,CG,original review.,OR
Easy to put together and looks nice and the finish is good.  I have a large one and,CG,original review.,OR
I have used these for a number of years and they are still working great. I have one in,CG,original review,OR
"It's ok. For the price, it's a good value. I will keep it for a",CG,original review.,OR
Purchased one as a gift and it was a very nice item.  I have a large,CG,original.,OR
"Really nicely made small knockbox.  I love the look and feel of it, and the size",CG,original.,OR
Work perfect to store plastic containers. The only problem is that it's kind of hard to put the,CG,original.,OR
"Fits perfectly in our bathtub. The only problem is that it's not really a vacuum,",CG,original review.,OR
"This is a wonderful rug.  I love the look and feel of it, and the color is",CG,original review.,OR
I have a tempurpedic mattress that has the mattress on it's back.,CG,computer-generated review,CG
"Not a lot of variety, but I thought it would be a nice addition to the kitchen.",CG,original,OR
"Even though my shams were not as well as the ones I had received, I thought this one",CG,original review.,OR
My kid loves it. It looks great and the materials are good.  I just wish the one,CG,computer-generated review.,CG
"Works perfectly as expected. A little bulky, but very comfortable.

The only reason I gave",CG,computer-generated review,CG
Great little unit. Wish it had an electric motor instead of a motor.,CG,original review.,OR
"Great product, good heavy set, will be ordering more. Love it.",CG,original review.,OR
Works fine but has a small hole in the bottom. I will keep that in mind when ordering.,CG,original review,OR
A very study piece!  We have had the wooden part of the cup for a couple of years,CG,original review.,OR
"Finally, the perfect knife block.  The only problem is that it's not really a sharp edge",CG,original,OR
"I just used mine to make an apple pie crust. I did not need a pie crust, but",CG,original review.,OR
"Like walking on air!  We have the wide wooden legs of a travel trailer, and this one",CG,original review,OR
"Like the drainer, but it has the design flaw. I need to turn it off to keep",CG,original review,OR
These work really well.  We have had the wooden part of the cup for a couple of years,CG,original review.,OR
Beautiful rug. Ive had it for 3 years and love it.,CG,original review.,OR
"Very pricey, but very nice. I love the look and feel of this pillow.",CG,original.,OR
"Great skirt! Love that the embroidery is very comfortable.

The fabric is a bit",CG,original review.,OR
"Not super powerful. Creates a nice, suction-free surface.",CG,original.,OR
"still sucking over a year, and the only way to fix it is to just throw the container in",CG,original,OR
Daughter in law loves this.  She uses it to make her smoothies for her family.,CG,original review.,OR
Nice shape and size. Steeped up and down the stove for a couple of hours.,CG,original review.,OR
Works great if you cook a lot and want to make a smoothie for a small family.,CG,original review.,OR
"I really like the fan, it's quiet and stays cool.  I have a large one and",CG,original review.,OR
"Nice size fan, we packed it in the shipping box and it arrived on time.",CG,original review.,OR
"This can opener is a little bulky, but it is a great product for the price.",CG,original,OR
"I like using it, light and sturdy, cutting cheese and truffles well, good find adjustments, nice solid metal.",OR,original review.,OR
Awesome wastebasket!!! I would recommend it to anyone! Especially if you have a tight space like the bathroom.,OR,computer-generated review,CG
This comforter is really comfortable.. comforter=comfortable. Just as described. It's brand new looking and quality is really fine.,OR,original review.,OR
"OMG this is all I use for butter, cream cheese etc. I never use my butter knifes anymore!",OR,original review.,OR
"I have two of these, one for the kitchen and one for the dining room.",OR,original review.,OR
I love that this has less plastic than other foaming dispensers. It works really well and looks nice.,OR,original review.,OR
Colors don't show up as good as the pictures. Some of the them are trying to come off.,OR,original review.,OR
So much on a  dinner table. we really enjoy this and have ordered several for wedding gifts,OR,original.,OR
"Delivery was exactly as expected.  Bowls were in perfect condition, however they were much smaller than expected.",OR,original,OR
