text,label,Response
every bit as good as the name brand; do not hesitate to get these!,OR,Original
Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!,OR,Original
Didn't really help make a difference.  Must be time for a new robot,OR,Computer-generated
These hooks are gorgeous! They really add an elegant touch to my shower curtain.,OR,Original
"Love the color. Love that it is lightweight.
The bowls are much larger than expected.",OR,Original
"This item's bulky for a small apartment counter top, but works like a charm!",OR,Original
"Love, love, love this coffee maker. It is the perfect size for my RV.",OR,Original
Works well even when only partially submerged. Makes frothing easy for beginners like me.,OR,Original
Went together OK and looks good in the corner. The color is very dark,OR,Original
You rarely have to use the AC if you live somewhere with no humidity.,OR,Original
"GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS",OR,Original
"These are nice towels. Absorbs well.
Getting ready to see if they come in gray",OR,Original
Nice product have not had much experience with this thing the roller is awesome..,OR,Original
Plastic a little flimsy but it does hold many photos and keeps them safe,OR,Original
This knife sharpener works really well I also sharpen my sewing scissors with it,OR,Original
This product is sturdy and has a nice design.  Will last and last.,OR,Original
Decent for the price. I am using it behind my love seat...so it works.,OR,Original
"Definitely not water proof but worth the price, keeps the dust and dirt away.",OR,Original
Very nice but you have to be careful in handling. The edges crack easily.,OR,Original
Had a mismatched header vs bed frame.  This worked great! Have recommended since!,OR,Original
It was a gift for my daughter and she said it really works well.,OR,Original
"kind of cheap, really thin metal, does the trick.
Exactly what youd expect for $1.99.",OR,Computer-generated
"Love this product, wish it had built in razor for cutting, otherwise I'm happy",OR,Original
cute - my granddaughter is 3 & has it in her play kitchen set,OR,Original
A gift for my granddaughter after she saw mine and we both love them.,OR,Original
This worked great for my skin and my hair! Definitely recommend it to others!,OR,Original
"Simply put, they are fantastic.  Very happy with my purchase!  Thank you!",OR,Original
"Easy to cut, let the right amount of light in and keeps peepers out.",OR,Original
My wife and I put this together rather quickly and it looks really good!,OR,Original
Good price and they look lovely on my windows.  I've gotten many compliments.,OR,Original
These are great. The mounts hold the bottle well and they come out easy.,OR,Original
all the carts I got where well worth the money I paidi for them,OR,Original
Enhances the mood while purifying the air. Doubles as a beautiful night light too!,OR,Original
DON'T BEND THEM OR THEY WILL SPLIT.  THEY NEED TO BE MORE RESILIENT.,OR,Original
Doesn't get any better than this.  Outstanding quality.  Just the right size.,OR,Original
these frames were awesome for the price. love the mat that is included.,OR,Original
Excellent!! My husband also uses it to find tiny bolts dropped on the carpet...,OR,Original
"Excellent mug, great detail, just as pictured and just as described, works as expected",OR,Original
This seems to work pretty well - though it could be a bit bigger.,OR,Original
cleaned my knives real fast and it was a breeze. I will keep my knives in the drawer,CG,Original
Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,CG,Original
This simple tool is awesome. I love the feel of the handle.,CG,Original
Nice little cooking pot.  We have had it for a few months now and have used it every,CG,Original
Worked for awhile. Lasted only a couple weeks. Wife loved it.,CG,Original
This is my 3rd steam kettle.  It has a good handle and is very quiet. ,CG,Original
I love this stand mixer.  The quality is just what I wanted and the mixer is just what,CG,Original
Great little gadget! Bought one for my daughter and she loves it. She also loves the way the,CG,Original
These sheets are so soft!  They are lightweight and comfortable.  I love that I can put,CG,Original
I love these containers. Easy to store and the long handle makes it easy to move around. ,CG,Original
Ive ordered this multiple times and it is the best. I will keep my review for sure.,CG,Original
Love it. Cleans  easily. Love it. Love it.,CG,Original
"Wife loves it, especially with the size and the long handle.

The only reason I",CG,Original
one panel had small chip marks on the bottom and a small scratch on the inside.,CG,Original
"I don't know what all the fuss is about, but I will say that it's a pretty",CG,Original
"A little pricey in the beginning, but after a few months it's still a must have for anyone",CG,Original
"It's working well so far. We have the wide wooden legs of a travel trailer, the upright",CG,Original
i liked this so much that I bought the second one for my husband for Christmas.,CG,Original
Beautiful heavy weight dining room rug. The quality is just what I wanted for my dining room.,CG,Original
"Bright, cheerful, Christmassy. Matching colors. Love the colors.",CG,Original
Love this!  Super cute and looks great on my countertop.,CG,Original
"Definitely not the highest quality, but I thought it would be better.",CG,Original
"I love this bell, it's perfect for the summer and stays put in the fridge for a long",CG,Original
"LOVE MY NEW CHAIR, IT IS PERFECT FOR EVERYONE TO BE IN THE P",CG,Original
"Love it! Would like more colors and quality.Very good quality.Nice, sturdy, and functional",CG,Original
Pretty self explanatory.  You can set the time and you can either turn it off or turn it,CG,Original
Very pleased with the HEMI containers and the quality. I will keep my shelves in good condition,CG,Original
They don't stick to the wall. The only reason I gave it 4 stars is because the one,CG,Original
Best tool for tile floors.  The only reason I gave it 4 stars is because I just can,CG,Original
"Without having to use the spout, the spout is a nice piece of equipment.",CG,Original
It is a little bit more expensive than the regular version but it works for me.Very pretty.,CG,"Original
"
Wonderful lily leaves very realistic colors. The only problem is that it's not really a mesh,CG,Original
"Item arrived quickly and is perfect for the price.Very good quality.Nice, sturdy, and functional",CG,Original
Best pair of non-medical scissors.  The only reason I gave it 4 stars is because the,CG,Computer-generated
"Works very well and keeps the humidity at an even level.

The only reason I gave it",CG,Original
This is beautiful!  Great quality.  It's a good size and looks great in my kitchen,CG,Original
"Great looking and a great value. The only problem is that it's not really a vacuum, but",CG,Original
bought for my daughter in law.  She loves it.  She also loves the fact that,CG,Original
"These are great for food storage. The only problem is that they are small, so if you are",CG,Original
Gave as a gift to my wife and she loves it.  She also loves the way the,CG,Original
"Good basic set of cookware, but I thought it would be a nice addition to the kitchen.",CG,Original
"These are great, good set to buy but I added the couple larger pieces also.",OR,Original
"Obsessed. So adorable, they look like real plants. Made a perfect addition to our bathroom.",OR,Original
The picture was of my 7 qt cooker but I received a 6 qt bowl.,OR,Original
I'm very pleased with the quality and look of this set and the excellent service!,OR,Original
Just what I've come to expect in terms of quality. A brand you can trust.,OR,Original
"They work fine now for 6 months, would give 5 stars but recipes are horrible.",OR,Original
Would have been a 5 star had all the holes been sewn instead I'd grommets,OR,Original
For use at granddaughters college dorm bed.  She says it really improves her sleep.,OR,Original
In just about a month we've found this to be all we expected and more.,OR,Original
Great water filter. My ice maker made more clear ice than I'd even had before.,OR,Original
"Perfect step stool, so the kids and my Mom can get in my Jeep. ",OR,Original
Rice is cooked perfectly.  The size is great for my big family of boys!,OR,Original
My wife is studying South American Shamanism and she is very happy with this item.,OR,Original
Just what I was looking for and could not bet the price.,OR,Original
"I don't love this material, it doesn't feel sturdy and like it won't hold up.",OR,Original
Did not come with the rubber grip. Cup way to hot to hold without it,OR,Original
Using this from an year and no issues so far. very good and works wonders,OR,Original
Great price. Works well at filtering the sediments in my water. I will buy again.,OR,Original
"It was nice to be able to order just spoons for my set, great quality.",OR,Original
"Great product.  Stores all my blankets, pillows and winter clothes in neat small spaces.",OR,Original
Nice table but major pain putting together ... why so much for a small table.,OR,Original
"works like it's supposed to. No reason to hate, no reason to get all gushy.",OR,Original
Quality seems excellent. One of the few designs my wife and I can agree on!,OR,Original
the beater blade works great... we use this all the time over the stock beater,OR,Original
Quality is amazing. One of the rubber bands that go around the wheel was broken.,OR,Original
"These are great! Easy to clean, easy to nest in drawer for storage. Great product.",OR,Original
Love this pitcher. We have been making tasty infused water all summer with fresh fruit.,OR,Original
My husband and I love this - gives us so much room in the cabinet!!,OR,Original
"These chairs are absolutely the cutest, well made and look awesome with my nautical theme!",OR,Original
Dissatisfied regarding how cheaply made this is! Will be lucky if it lasts a year!,OR,Original
"Mmmm, best scent ever! Really fills the room and lasts a long time! Love it!",OR,Original
Perfect fit.  Great for when you want to store in refrigerator.  Good seal.,OR,Original
"Darn the light over powers the great look of the parrots, look better when off.",OR,Original
Thank GOODNESS for the zipper. All my other satin pillowcases slipped off my pillows CONSTANTLY.,OR,Original
These hold my quilting rulers very well!  Wish I would have found you sooner!!,OR,Original
Cap breaks easily with no replacement to be purchased. Now my Thermos bottles are useless.,OR,Original
Great quality! Love the colors. So glad I ordered this. Happy in Gilbert Az :),OR,Original
"Great item and would recommend to anyone.
Love Amazon Prime and the fast shipping on everything.",OR,"Original
"
"For my use this is just right, single live alone fixens for one.",OR,Original
This is a cute little letter rack!  I love it. Well put together too!,OR,Original
The color on this was way more yellow than what I wanted. I returned it.,OR,Original
Perfect case for handpresso hybrid.  I love the look and feel of this one. ,CG,Original
"Good quality and nice price, especially for the price. Very good quality.",CG,Original
Been using this for a few weeks and the only thing I didn't like is the size of,CG,Original
I love this mixing glass!  I love the taste of the cold water!  I have one,CG,Original
"I love this clock, nice and bright and colorful.  I also love that it's been made",CG,Original
I bought it for a small house and it's just what I needed for my small home.,CG,Original
Really like the larger cutting board. The only problem is that it's kind of hard to find.,CG,Original
"Super nice, perfect for wine glasses. The only problem is that it's kind of hard to put",CG,Original
Best built product I have been using for years and using it all the time. I have one in,CG,Original
I haven't even had it yet. The only reason I gave it 4 stars is because I just,CG,Original
"Daughter loves it, the cloth looks nice and the finish is good.  I just wish the",CG,Original
Product is not of good quality. The pieces are thin and it's difficult to hold the cup.,CG,Original
Cute coffee mug. The battery lasts a long time and is very easy to clean.,CG,Original
Nice candles for all your home decor and decor needs. I will be purchasing more in the future.,CG,Original
"I'm not a tea drinker, but I thought it would be a nice addition to the kitchen",CG,Original
"Probably the best item purchased, and it is the best. I will keep my review for future posts",CG,Original
"Very cute but the plastic doesn't stick to the walls.

The only reason I gave it",CG,Original
Nice quality for the price.  The only problem is that it's kind of hard to put the,CG,Original
Worked like a charm making it an easy to use and efficient way to make cheese.,CG,Original
Love this pillow for my daughter.  She loves it.  She also loves the pillow and we,CG,Original
Wouldn't stay on the shower rack. It's just too small.,CG,Original
Very nice.  Has everything I need and the materials are good.  I just wish the one,CG,Original
Love the bright red. I use it as a night light for my bed and it's been great,CG,Original
"Love it!
Great fit on my kitchen counter top. Easy to clean.",CG,Original
These pillow cases are okay.  They are lightweight and comfortable.  I also like the fact that,CG,Original
Great value! I use these for containers and they work great for baking.,CG,Original
"great color better than the picture. The only problem is that it's not really a vacuum, but",CG,Computer-generated
Pretty Piece but mine came with a small hole in it for a hook that would fit through the holes,CG,Original
Good wine rack for the price. The only problem is that it's kind of hard to put the,CG,Original
"These look nice, but they are not the quality you would expect from a lot of the other brands",CG,Original
It is real wood. It looks real and the finish is good.  The only reason I gave,CG,Original
"Love these lids, so useful and easy to clean.  I will keep them for the next",CG,Original
"These are great, completely functional, and easy to clean. I will be purchasing more!Very pretty",CG,Original
This is great. Quick easy to assemble and the materials are good.  I have a large one,CG,Original
wonderful to be able to find an item with the instructions included in the box.,CG,Original
"These placemats spark learning time and an easy to use design.

The acrylic is strong",CG,Computer-generated
"very very pretty, but there are a couple of flaws. I will admit that I have been using",CG,Original
"Cant beat this fan for $60, but it is a little noisy, and the fans aren",CG,Original
"They're not super strongly magnetic, but they're very strong. I'm not sure how I would",CG,Original
Good heavy duty pan.  We have had it for a few months now and have not had any,CG,Original
Was part of a gift for my Downton-Abbey loving friend - it was a huge hit!,OR,Original
"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount.",OR,Original
"Getting ready to move.  Perfect assortment of bags for clothes, winter stuff, blankets, pillows, etc.",OR,Original
I love it.  Looks great and very easy to install. I installed it myself ;),OR,Original
Absolutely beautiful.  This is the second order from this company.  Couldn't be more satisfied.,OR,Original
My son used this over Thanksgiving. It said it works very well and made carving easy.,OR,Original
Love this.  Accurate and very fast.  My cooking has been elevated a few notches.,OR,Original
It's bigger than I thought it would be. But it arrived quickly and did the job.,OR,Original
"Perfect for the ""library!""  But started to rust where it hangs from the toilet tank.",OR,Original
Have not used it yet  - looking forward to having this handy while we travel!,OR,Original
Great product! I use it to store my homemade coconut milk. Glass storage is the best.,OR,Original
Nice clock. Love that it is two sided. Keeps time well. Nice size. Looks nostalgic enough.,OR,Original
work great on induction stove or single induction element..look great...smallest pan works on my induction stove,OR,Original
"I love these boxes, which I actually use as a toy box for my small dog.",OR,Original
Makes great coffee.  I used course grounds and have very little grounds in the coffee.,OR,Original
"This is a great little cleanup tool for small oops, the dog turned over the planter.",OR,Original
Bought these to use on the boat. Very excited to try with wine slushies this summer!!,OR,Original
"I love using this to hold my napkins especially outside, which keeps them from blowing away.",OR,Original
I did not care for the product.  It did not work for me at all.,OR,Original
The product arrived dried up and useless...perhaps laid on the shelf for years.  Returned it.,OR,Original
This is so easy to assemble. Delivered on time and it's perfect for me.,OR,Original
"We have 2 dogs, these bags are great!  Fit and work like they are advertised.",OR,Original
"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient.",OR,Original
The roses are beautiful. I am using them as flower pot pens in a black vase.,OR,Original
"although this is really nice stoneware, it is REALLY REALLY heavy
too heavy for my arthritic hands",OR,Original
I returned this. It was much smaller than I expected and there was a bent pole.,OR,Original
cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.,OR,Original
I love this product. I also recommend this:http://goo. gl/ejdEk5 for something you can reuse.,OR,Original
"nice little drainer could have been wider for me but he product is well made and
useful",OR,Original
Nice product but you will need glue for the top or else it won't stay on.,OR,"Original
"
Such an easy way to make baked potatoes!  I love this and use it regularly.,OR,Original
Ordered 3 and one was broken. Very disappointed. Two stars though because the candle smells amazing.,OR,Original
Powerful. I use it everyday. It's very industrial so it should work for years to come.,OR,Original
"Beautiful and sturdy shower rack.  Good quality, easy to install, and all the parts needed.",OR,Original
"Fits the quarter sheet pan perfectly, and together they are great for the Breville Smart Oven.",OR,Original
Bought these for husband and he loves them. Less waist and just enough spray of cologne.,OR,Original
Works great for RV and outdoor use. A bit tough to wash due to their shape.,OR,Original
"A real pain to assemble, but an attractive and functional organizing space once that was over.",OR,Original
"We love our instant pot! Makes amazing rice!
Great pressure cooker without the stress of watching it!",OR,Original
Bought two for my new double stainless steel sink. They look great and are totally functional.,OR,Original
Charcoal in filters spills out into the water.  Not good.  If you have a regular,CG,Original
Bought this to go along with my 3rd one. I have a lot of small stuff and,CG,Original
Love these clips for my kitchen. The clips are very thick and easy to hang.,CG,Original
Wonderful mug. Keeps things hot and cold and drinks well. I will keep my tea in,CG,Original
"Used as a Memorial for a friend and she loved it.

The only reason I gave it",CG,Original
super deal for this mattress.  The mattress is comfortable and it's also a very strong pill.,CG,"Computer-generated
"
My kiddo and I fight over what I want to do with it.,CG,Original
"Its ok. Doesn't naturally swirl, but it does the job.

The only reason I",CG,Original
"We love these for putting on an entertaining display, and I will keep them for the holidays!Great",CG,Original
"Nice shelves, holds my DVR, has the right height and is easy to clean.",CG,Original
Best price for the quantity!  I love the look and feel of this pillow.,CG,Original
I love these!  They are a nice quality and they fit perfectly on my table!  They,CG,Original
It slow down the water flow. The only way to fix it is to just throw the container in,CG,Computer-generated
Keeps me from traveling to the stores and the stores. I will keep my bag in the store,CG,Computer-generated
"Looks better in person. Kinda bulky, but very comfortable.

The only reason I gave",CG,Original
"The weakest part, over-the-door, is that it doesn't feel comfortable.

",CG,Original
"this is just ""OK"" takes time to get used to. I will keep my fingers crossed that",CG,Original
"This works so well for what it is intended to do.

The only reason I gave it",CG,Original
Great support pillow. Material is soft and comfortable. Overall a good purchase.,CG,Original
We received this item early and it arrived with a very good seal.  The dimensions are just right,CG,Original
This is a piece of cake. The pieces are just what I wanted for my kitchen.,CG,Original
"Works great. We used camping spoons and they worked great.

The only reason I gave",CG,Original
Got as a joke for this. The only reason I gave it 4 stars is because I just can,CG,Original
Product is damaged and feels cheap. The only reason I gave it 4 stars is because the one in,CG,Original
"Great pitcher, I use it daily. The only reason I gave it 4 stars is because I just",CG,Original
"Does not totally block light, but it does let you know when it's time to turn on the",CG,Original
Unique.  These look great and have the quality of a good quality.  They are a bit,CG,Original
"Really like this bowl stand.  I love the look and feel of it, and the handle fits",CG,Original
Love these sheets. Soft and soft. The quality is good too.  These sheets are a great,CG,Original
"this pot work great. it holds a large amount of liquid.

The lid is removable and",CG,Original
This is the only fan that has the wide-open feature.  This is the only fan that,CG,Original
"A very handy gadget for keeping an open jar of sliced bread cold.

The only downside is",CG,"Original
"
"Cute colors and saves my time. The only problem is that it's not really a vacuum,",CG,Computer-generated
Item arrived exactly as expected. I love the look and feel of this pillow.,CG,Original
Does what it's supposed to do. The only problem is that it's kind of hard to put,CG,Original
I wish that this product had an easy to use instructions.  I also wish the instructions were more,CG,Original
Nice looking cups for every time. The only problem is that it's kind of hard to find.,CG,Original
"Really great iron...my only thing is it doesn't stay in place after washing, it slides out",CG,Original
TOTALLY CUTE! It's the perfect size for my morning coffee and evening tea.,OR,Original
Lately I've been using a towel again. Its easier to wash and dry then the rubber mat.,OR,Original
it drives our kitties nuts with the meows and it is great looking  on the wall.,OR,Original
Didn't mix the paint at all. maybe would have been good for a quart. but that's pointless.,OR,Original
"Starting to have problems due to Carpel tunnels--this fixed the problem, good quality easy install, works great!",OR,Original
Keeping it in my gunsafe to keep the moisture down. No running parts when inside your safe.,OR,Original
"Great extra closet storage without the expensive shelving built-ins. Also good in coat closets for hats, scarves....",OR,Original
"Works great, quiet, reduces dust on surfaces, keeps my allergies in check. The computer hardly needs cleaning.",OR,Original
liked the original style I had for years but it finally died.  This one works fine.,OR,Original
"This rug is perfect for my office. The colors are brought and vibrant, avenging other accessories perfectly.",OR,Original
"Do not buy, not worth the money. Return time not long enough to test them thoroughly. Disgusted.",OR,Original
It does what its suppose to do. It doesnt really move from under my bed too often.,OR,Original
"They are ok, don't hold the shape will. Don't mash them or your drink will slosh out.",OR,Original
"Getting the name brand is always worth the extra dime.  Exactly as described, and fast shipping!",OR,"Original
"
Keeps my daughters chicken nuggets and ravioli warm for several hours. Good product for a sensible price,OR,Original
I have several of these and love them.  They have a tight seal and hold plenty.,OR,Original
"I love this pillow. I can make it as ""plump"" as I please. It's very cuddly too.",OR,Original
Oh sweet joy. This memory foam makes it nearly impossible for me to get out of bed.,OR,Original
No way you can beat the price of this and it works great once you season it!,OR,Original
What a cute little alarm clock.  Doesn't take up much room and definitely does the job!,OR,"Original
"
if you like pinot noir this is the best thing to drink it from we love them,OR,Original
This was a Christmas present for my son and his wife.  So far only greaat comments.,OR,Original
I love these!!! I use them all the time. They are prefect for my needs.,OR,Original
Broke before I could use it! Leg broke during assembly. Cheap materials not fit for intended use.,OR,Original
This cover fit perfectly and is beautiful in my room.  It feels thick and good quality.,OR,Original
Some how I changed the filter with this but indication for carbon on machine never go away,OR,Computer-generated
I purchased new cookware and needed protection; the really work great. Also good for separating glass bowls.,OR,Original
These are quite small. I recommend a ruler to see how small they will be before purchase.,OR,Original
Another good stand.  I use it with whatever wax pottery vessel I display in the kitchen.,OR,Original
Couldn't be happier. Great quality. Super nice padding. Stays on nice and snug. And it's pretty :),OR,Original
Works great and my 12 yr old daughter can carry it up the steps not problem; ),OR,Original
Just got these today and love them already! Strong and solid with weight and perfect grip! Cheers!!,OR,Original
"These are great, however 3 of the 13 bags (3 diff sizes) ripped in the first use.",OR,Original
No more sticky mess on the counter.  Nice spoon rest with rubber feet to prevent scratching.,OR,Original
"Excellent grinder for me.  I like good coffee, but I am not an expert on coffee.",OR,Original
Easy to use. Sweet potatoes are a little difficult but everything else is a breeze with this,OR,Original
"arrived on time, great product, looks nice and clean on the counter and works well, feels sturdy",OR,Original
"This stuff just works!  I use it for cleaning my kegs, coffee mugs, thermos, tile, etc.",OR,Original
"I love the size, the colors, the quality, and the overall quality of the product. ",CG,Original
Not as described. Not what I expected. Not what I wanted.,CG,Original
YAY!  We were able to assemble the pieces and put them together.,CG,Original
Easy to put together and looks nice and the finish is good.  I have a large one and,CG,Original
I have used these for a number of years and they are still working great. I have one in,CG,Original
"It's ok. For the price, it's a good value. I will keep it for a",CG,Original
Purchased one as a gift and it was a very nice item.  I have a large,CG,Original
"Really nicely made small knockbox.  I love the look and feel of it, and the size",CG,Original
Work perfect to store plastic containers. The only problem is that it's kind of hard to put the,CG,Original
"Fits perfectly in our bathtub. The only problem is that it's not really a vacuum,",CG,Computer-generated
"This is a wonderful rug.  I love the look and feel of it, and the color is",CG,Original
I have a tempurpedic mattress that has the mattress on it's back.,CG,Original
"Not a lot of variety, but I thought it would be a nice addition to the kitchen.",CG,Original
"Even though my shams were not as well as the ones I had received, I thought this one",CG,Original
My kid loves it. It looks great and the materials are good.  I just wish the one,CG,Original
"Works perfectly as expected. A little bulky, but very comfortable.

The only reason I gave",CG,Original
Great little unit. Wish it had an electric motor instead of a motor.,CG,Original
"Great product, good heavy set, will be ordering more. Love it.",CG,Original
Works fine but has a small hole in the bottom. I will keep that in mind when ordering.,CG,Original
A very study piece!  We have had the wooden part of the cup for a couple of years,CG,Original
"Finally, the perfect knife block.  The only problem is that it's not really a sharp edge",CG,Computer-generated
"I just used mine to make an apple pie crust. I did not need a pie crust, but",CG,Original
"Like walking on air!  We have the wide wooden legs of a travel trailer, and this one",CG,Original
"Like the drainer, but it has the design flaw. I need to turn it off to keep",CG,Original
These work really well.  We have had the wooden part of the cup for a couple of years,CG,Original
Beautiful rug. Ive had it for 3 years and love it.,CG,Original
"Very pricey, but very nice. I love the look and feel of this pillow.",CG,Original
"Great skirt! Love that the embroidery is very comfortable.

The fabric is a bit",CG,Original
"Not super powerful. Creates a nice, suction-free surface.",CG,Original
"still sucking over a year, and the only way to fix it is to just throw the container in",CG,Original
Daughter in law loves this.  She uses it to make her smoothies for her family.,CG,Original
Nice shape and size. Steeped up and down the stove for a couple of hours.,CG,Original
Works great if you cook a lot and want to make a smoothie for a small family.,CG,Original
"I really like the fan, it's quiet and stays cool.  I have a large one and",CG,Original
"Nice size fan, we packed it in the shipping box and it arrived on time.",CG,Original
"This can opener is a little bulky, but it is a great product for the price.",CG,Original
"I like using it, light and sturdy, cutting cheese and truffles well, good find adjustments, nice solid metal.",OR,Original
Awesome wastebasket!!! I would recommend it to anyone! Especially if you have a tight space like the bathroom.,OR,Original
This comforter is really comfortable.. comforter=comfortable. Just as described. It's brand new looking and quality is really fine.,OR,Original
"OMG this is all I use for butter, cream cheese etc. I never use my butter knifes anymore!",OR,"Original
"
"I have two of these, one for the kitchen and one for the dining room.",OR,Original
I love that this has less plastic than other foaming dispensers. It works really well and looks nice.,OR,Original
Colors don't show up as good as the pictures. Some of the them are trying to come off.,OR,Original
So much on a  dinner table. we really enjoy this and have ordered several for wedding gifts,OR,Original
"Delivery was exactly as expected.  Bowls were in perfect condition, however they were much smaller than expected.",OR,Original
"Works great, now am able to measure grams also, makes it easy to use recipes from other Countries.",OR,Original
my wife love it.  Too bad you cannot use your own coffee. Their capsules are too expensive.,OR,Original
What rod fine. Very flimsy so I have to hold it precariously to even fill it with water,OR,Original
Seems to be ok on my butcher block .Not sure if it works any better than mineral oil.,OR,Original
"It works.  With a name like this, I was surprised to find that it's built in Asia.",OR,Original
This actually works. Our car was getting a funk and it after one week it is completely gone.,OR,Original
Not great: the steel is pretty thin. But the design is good and they're OK. Nice glass covers.,OR,Original
"The button wells are a bit shallow, but they still came out cute.  I used candy melts.",OR,Original
"I mean, it's a toilet brush but it's a very pretty toilet brush and seems to work well.",OR,Original
"i gave it five stars, you want me to leave a comment too.  have some consideration please!",OR,Original
Love this! Well made! Got it for storage in the bathroom. Fits double rolls of toilet paper well.,OR,Original
"This stuff did not adhere very well on the corners of our tables and is nowhere near ""Clear"".",OR,Original
Have dishes with this pattern and love the glasses to match.  Love the size and the shape.,OR,Original
Much larger than expected. Almost excessive but I love the patterns and it looks wonderful in my room.,OR,Original
"Necessary kitchen tool, this one was rated high by purchasers, and it works great.  Arrived on time.",OR,Original
Takes a while to get enough for noodles but ok product. Your hand might be tired when done.,OR,Original
Great frame. Wish the backer was a little heavier than cardboard but for the price it is fine.,OR,Original
"Really to strong, was expecting the pleasant aroma of Jasmine, instead got a heavy sweet smell unlike Jasmine.",OR,Original
I used these to hang pictures at a bridal shower.  They were super cute and good quality.,OR,Original
Great little unit for storage and organizing in my bathroom. I might just get another it's so handy.,OR,Original
"The  quality is not that good. When I bake a pie, the silicone cake pan changes color.",OR,Original
This set works perfectly with our new RTIC 30-ounce mug.  Everything is there if we need it.,OR,Original
Bought these as extra containers for my 6 Pack Fitness Renee tote. Easier to meal prep with more.,OR,Original
You would be better off just sitting you kitchen wrap products on your pantry selves or kitchen counter.,OR,Computer-generated
This makes very good coffee and just the right temperature.  We also like the single serve option.,OR,Original
"Perfect size, fit exactly into bed frame.  My 16 and 13 year old daughters put it together.",OR,Original
"I love it! It looks great in our entryway and despite the abuse from my boys, it's fine!",OR,Original
I have only had time to use it with the instructions but it works great for the price.,CG,Original
I am very pleased with this set and the quality. I will keep my review for future reference.,CG,Original
Best looking bar stool I use for my husband and I.  We also have a large one.,CG,Original
Beautiful napkins that wash very easily. The only problem is that they are too small for my,CG,Original
Beautiful piece of furniture!  We have had it for a few months now and it's been,CG,Original
I don't like that they are not the same as other brands.  These are the same type,CG,Original
I just wish they would have an option to make a smaller one.  I would have ordered the,CG,Original
"This clock is silent, so it will be an inconvenience to wake it up for a few minutes every",CG,Original
"Great product for the price, looks great and does the job.

The only reason I gave",CG,Original
"Beautiful bed!
Only wished the headboard was a little wider, which is a nice bonus",CG,Original
"Great posters.  look really nice.  Love the colors.  Also, the dimensions are pretty",CG,Original
"got this for my daughter and she loves it!Very good quality.Nice, sturdy, and sturdy",CG,Original
Loved the color. It is a little darker than the picture but it's still beautiful.,CG,Original
"Looks well made... haven't used it yet, but it is good enough to make a small batch",CG,Original
Works well and very compact!  I love the look and feel of this pillow.,CG,Original
We bought this as a gift for my daughter and she loved it.  It's been a great,CG,Original
Love this funny little rack!  I love the look and feel of it!  I have one,CG,Original
"Thin. They won't last forever, but they are a very good price.",CG,Original
I love this! It's such a cute little design and it's a nice size for the size,CG,Original
Worst Product I've bought on Amazon. The only reason I gave it 4 stars is because I,CG,Original
"This can opener works once, takes a long time. I will keep my opener in the drawer.",CG,Original
This is my 4th safavieh and it is the best. I will keep this for,CG,Original
Bought this for a tea party.  It's a good size and looks great in my kitchen,CG,Original
Works well as a small kitchen tool and as a small tool.  I have a large one and,CG,Original
"This is a very nice little set, and very comfortable for a travel mug. I would recommend.",CG,Original
Fits on my dyson. Not an easy task to put together.,CG,Original
Super soft and light but not bulky.  It is a little heavy for my small bedroom and doesn,CG,Original
So far so good- I use it everyday.  I've also used it for a few hours,CG,Original
The very best bakeware pan.  The only reason I gave it 4 stars is because the one,CG,Original
I bought it to take a bath and it's just what I needed!  I love the extra,CG,Original
"I was skeptical, but these are a nice quality and they fit nicely on my table.",CG,Original
These are great - especially if you have an area where you need to turn a small piece of wood,CG,Original
Bought for bridal shower cupcakes.  They are very soft and I really love how they,CG,Original
"I love this towel, it holds a lot of stuff. I also love that it's been washed",CG,Original
Do not make smoothies in this. The only reason you need it is that it doesn't slide,CG,Computer-generated
These are great for starting charcoal in the grill.  Burn long enough to get a good coal going.,OR,Original
This is a great cooker. It is making me fatter. Easy to clean and lighter than traditional crock pots.,OR,Original
These are exactly as pictured and look great. They look great in our log home with our burlap curtains.,OR,Original
These are the best bath mats I have ever owned.  I use exactly as directed in the instructions.,OR,Original
Absolutely love this kitchen towel.  I redecorated my kitchen in owl theme and this looks perfect in there.,OR,Original
Excellent purchase. very cute got a lot of compliments. it's not huge it's enough for a small space.,OR,Original
My last mortar and pestle was lost during a move. I much prefer this replacement. It is more effective.,OR,Original
"love these bags but one had a hole in it, but a good price for the amount you get",OR,Original
"They were exactly what I needed, and almost seemed stronger than the original ones that came with the Nutribullet.",OR,Original
Poorly assembled. Wheel wobbles and material is under gauged. Don't waste your money. Went in trash after one use.,OR,Original
Just the right size at two cups to hold snacks. And the price drop made le pull the trigger.,OR,Original
"Total crap, cups are all scratched up and lid seal fell apart in 6 months. Glass is always better!",OR,Original
Very small and flimsy looking bag. The product info on the webiste is somewhat unclear/misleading. Had to return it.,OR,Original
"Love the product, works great - not so happy with not getting my 2 free blades like it advertises.",OR,Original
"The sock, underwear and other drawer are great. The bra holder is good but not for larger cup sizes.",OR,Original
