text,label,Response,Predicted
really l;ike this item.  We have had it for a few months now and it's,CG,original,OR
Perfect for my white desk. I love the look and feel of this chair.,CG,original,OR
Gorgeous industrial feel. Easy to use. The only problem is that it's not really a,CG,original,OR
Exactly as described. Purchased as a gift and the recipient loved it.,CG,original,OR
These are a nice size and a nice quality.  I will keep them for the next couple of,CG,original,OR
Knives look well in the kitchen. The only problem is that it's not really a strong one,CG,original,OR
Very pretty and the size is perfect.  It is thick enough to hold a small person and is,CG,original,OR
Used this on my mattress and it kept the sheets comfortable.  I also have a mattress that is,CG,original,OR
COMFORTABLE BUT MADE FOR A LOT OF USE!!  I've had mine for a couple,CG,original,OR
"So far, this thing has been a great addition to my kitchen.  I have a large kitchen",CG,original,OR
Fit well.  Not as thick as the ones we have but it's still a very nice one,CG,original,OR
"These icetrays really are easy-release, and have the design to make them work.
",CG,original,OR
"The scale is not accurate, it is just a bit too large.

The scale has a",CG,original,OR
I use this for doing some laundry and it's a good size.  It's been a couple,CG,original,OR
"These sheets are very thin, and have a wide opening. I will be purchasing a different size for",CG,original,OR
"These are exactly what I needed. The only problem is that they are small, and the one I",CG,original,OR
Loved it. Stopped working within a week and the only thing I did was turn it off,CG,original,OR
"Love it, and so will my wife and I. Very good quality.",CG,original,OR
"Make sure you follow,the directions are very easy to follow. I will keep my review for the",CG,computer-generated,CG
"The cushion works well for what it is intended to do.

The only reason I gave it",CG,original,OR
doesn't last very long. you can only burn so long before it won't float.,OR,computer-generated,CG
I use to make beer can chicken on the smoker.  Cleans up easily.,OR,original,OR
"Soft, soft, soft.  We love them.  We would order again without hesitation.",OR,original,OR
Perfect small scale! Easy to use and compact size makes it convenient for travel.,OR,original,OR
I love this pitcher! Perfect for tea and it doesn't drip all over everything!,OR,original,OR
every bit as good as the name brand; do not hesitate to get these!,OR,original,OR
Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!,OR,original,OR
Didn't really help make a difference.  Must be time for a new robot,OR,computer-generated,CG
These hooks are gorgeous! They really add an elegant touch to my shower curtain.,OR,original,OR
"Love the color. Love that it is lightweight.
The bowls are much larger than expected.",OR,original,OR
"This item's bulky for a small apartment counter top, but works like a charm!",OR,original,OR
"Love, love, love this coffee maker. It is the perfect size for my RV.",OR,original,OR
Works well even when only partially submerged. Makes frothing easy for beginners like me.,OR,original,OR
Went together OK and looks good in the corner. The color is very dark,OR,original,OR
You rarely have to use the AC if you live somewhere with no humidity.,OR,original,OR
"GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS",OR,original,OR
"These are nice towels. Absorbs well.
Getting ready to see if they come in gray",OR,original,OR
Nice product have not had much experience with this thing the roller is awesome..,OR,original,OR
Plastic a little flimsy but it does hold many photos and keeps them safe,OR,original,OR
This knife sharpener works really well I also sharpen my sewing scissors with it,OR,original,OR
This product is sturdy and has a nice design.  Will last and last.,OR,original,OR
Decent for the price. I am using it behind my love seat...so it works.,OR,original,OR
"Definitely not water proof but worth the price, keeps the dust and dirt away.",OR,original,OR
Very nice but you have to be careful in handling. The edges crack easily.,OR,original,OR
Had a mismatched header vs bed frame.  This worked great! Have recommended since!,OR,original,OR
It was a gift for my daughter and she said it really works well.,OR,original,OR
"kind of cheap, really thin metal, does the trick.
Exactly what youd expect for $1.99.",OR,computer-generated,CG
"Love this product, wish it had built in razor for cutting, otherwise I'm happy",OR,original,OR
cute - my granddaughter is 3 & has it in her play kitchen set,OR,original,OR
A gift for my granddaughter after she saw mine and we both love them.,OR,original,OR
This worked great for my skin and my hair! Definitely recommend it to others!,OR,original,OR
"Simply put, they are fantastic.  Very happy with my purchase!  Thank you!",OR,original,OR
"Easy to cut, let the right amount of light in and keeps peepers out.",OR,original,OR
My wife and I put this together rather quickly and it looks really good!,OR,original,OR
Good price and they look lovely on my windows.  I've gotten many compliments.,OR,original,OR
These are great. The mounts hold the bottle well and they come out easy.,OR,original,OR
all the carts I got where well worth the money I paidi for them,OR,original,OR
Enhances the mood while purifying the air. Doubles as a beautiful night light too!,OR,original,OR
DON'T BEND THEM OR THEY WILL SPLIT.  THEY NEED TO BE MORE RESILIENT.,OR,original,OR
Doesn't get any better than this.  Outstanding quality.  Just the right size.,OR,original,OR
these frames were awesome for the price. love the mat that is included.,OR,original,OR
Excellent!! My husband also uses it to find tiny bolts dropped on the carpet...,OR,original,OR
"Excellent mug, great detail, just as pictured and just as described, works as expected",OR,original,OR
This seems to work pretty well - though it could be a bit bigger.,OR,original,OR
cleaned my knives real fast and it was a breeze. I will keep my knives in the drawer,CG,original,OR
Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,CG,original,OR
This simple tool is awesome. I love the feel of the handle.,CG,original,OR
Nice little cooking pot.  We have had it for a few months now and have used it every,CG,original,OR
Worked for awhile. Lasted only a couple weeks. Wife loved it.,CG,original,OR
This is my 3rd steam kettle.  It has a good handle and is very quiet. ,CG,original,OR
I love this stand mixer.  The quality is just what I wanted and the mixer is just what,CG,original,OR
Great little gadget! Bought one for my daughter and she loves it. She also loves the way the,CG,original,OR
These sheets are so soft!  They are lightweight and comfortable.  I love that I can put,CG,original,OR
I love these containers. Easy to store and the long handle makes it easy to move around. ,CG,original,OR
Ive ordered this multiple times and it is the best. I will keep my review for sure.,CG,original,OR
Love it. Cleans  easily. Love it. Love it.,CG,original,OR
"Wife loves it, especially with the size and the long handle.

The only reason I",CG,original,OR
one panel had small chip marks on the bottom and a small scratch on the inside.,CG,original,OR
"I don't know what all the fuss is about, but I will say that it's a pretty",CG,original,OR
"A little pricey in the beginning, but after a few months it's still a must have for anyone",CG,original,OR
"It's working well so far. We have the wide wooden legs of a travel trailer, the upright",CG,original,OR
i liked this so much that I bought the second one for my husband for Christmas.,CG,original,OR
Beautiful heavy weight dining room rug. The quality is just what I wanted for my dining room.,CG,original,OR
"Bright, cheerful, Christmassy. Matching colors. Love the colors.",CG,original,OR
Love this!  Super cute and looks great on my countertop.,CG,original,OR
"Definitely not the highest quality, but I thought it would be better.",CG,original,OR
"I love this bell, it's perfect for the summer and stays put in the fridge for a long",CG,original,OR
"LOVE MY NEW CHAIR, IT IS PERFECT FOR EVERYONE TO BE IN THE P",CG,original,OR
"Love it! Would like more colors and quality.Very good quality.Nice, sturdy, and functional",CG,original,OR
Pretty self explanatory.  You can set the time and you can either turn it off or turn it,CG,original,OR
Very pleased with the HEMI containers and the quality. I will keep my shelves in good condition,CG,original,OR
They don't stick to the wall. The only reason I gave it 4 stars is because the one,CG,original,OR
Best tool for tile floors.  The only reason I gave it 4 stars is because I just can,CG,original,OR
"Without having to use the spout, the spout is a nice piece of equipment.",CG,original,OR
It is a little bit more expensive than the regular version but it works for me.Very pretty.,CG,original,OR
Wonderful lily leaves very realistic colors. The only problem is that it's not really a mesh,CG,original,OR
"Item arrived quickly and is perfect for the price.Very good quality.Nice, sturdy, and functional",CG,original,OR
Best pair of non-medical scissors.  The only reason I gave it 4 stars is because the,CG,computer-generated,CG
"Works very well and keeps the humidity at an even level.

The only reason I gave it",CG,original,OR
This is beautiful!  Great quality.  It's a good size and looks great in my kitchen,CG,original,OR
"Great looking and a great value. The only problem is that it's not really a vacuum, but",CG,original,OR
bought for my daughter in law.  She loves it.  She also loves the fact that,CG,original,OR
"These are great for food storage. The only problem is that they are small, so if you are",CG,original,OR
Gave as a gift to my wife and she loves it.  She also loves the way the,CG,original,OR
"Good basic set of cookware, but I thought it would be a nice addition to the kitchen.",CG,original,OR
"These are great, good set to buy but I added the couple larger pieces also.",OR,original,OR
"Obsessed. So adorable, they look like real plants. Made a perfect addition to our bathroom.",OR,original,OR
The picture was of my 7 qt cooker but I received a 6 qt bowl.,OR,original,OR
I'm very pleased with the quality and look of this set and the excellent service!,OR,original,OR
Just what I've come to expect in terms of quality. A brand you can trust.,OR,original,OR
"They work fine now for 6 months, would give 5 stars but recipes are horrible.",OR,original,OR
Would have been a 5 star had all the holes been sewn instead I'd grommets,OR,original,OR
For use at granddaughters college dorm bed.  She says it really improves her sleep.,OR,original,OR
In just about a month we've found this to be all we expected and more.,OR,original,OR
Great water filter. My ice maker made more clear ice than I'd even had before.,OR,original,OR
"Perfect step stool, so the kids and my Mom can get in my Jeep. ",OR,original,OR
Rice is cooked perfectly.  The size is great for my big family of boys!,OR,original,OR
My wife is studying South American Shamanism and she is very happy with this item.,OR,original,OR
Just what I was looking for and could not bet the price.,OR,original,OR
"I don't love this material, it doesn't feel sturdy and like it won't hold up.",OR,original,OR
Did not come with the rubber grip. Cup way to hot to hold without it,OR,original,OR
Using this from an year and no issues so far. very good and works wonders,OR,original,OR
Great price. Works well at filtering the sediments in my water. I will buy again.,OR,original,OR
"It was nice to be able to order just spoons for my set, great quality.",OR,original,OR
"Great product.  Stores all my blankets, pillows and winter clothes in neat small spaces.",OR,original,OR
Nice table but major pain putting together ... why so much for a small table.,OR,original,OR
"works like it's supposed to. No reason to hate, no reason to get all gushy.",OR,original,OR
Quality seems excellent. One of the few designs my wife and I can agree on!,OR,original,OR
the beater blade works great... we use this all the time over the stock beater,OR,original,OR
Quality is amazing. One of the rubber bands that go around the wheel was broken.,OR,original,OR
"These are great! Easy to clean, easy to nest in drawer for storage. Great product.",OR,original,OR
Love this pitcher. We have been making tasty infused water all summer with fresh fruit.,OR,original,OR
My husband and I love this - gives us so much room in the cabinet!!,OR,original,OR
"These chairs are absolutely the cutest, well made and look awesome with my nautical theme!",OR,original,OR
Dissatisfied regarding how cheaply made this is! Will be lucky if it lasts a year!,OR,original,OR
"Mmmm, best scent ever! Really fills the room and lasts a long time! Love it!",OR,original,OR
Perfect fit.  Great for when you want to store in refrigerator.  Good seal.,OR,original,OR
"Darn the light over powers the great look of the parrots, look better when off.",OR,original,OR
Thank GOODNESS for the zipper. All my other satin pillowcases slipped off my pillows CONSTANTLY.,OR,original,OR
These hold my quilting rulers very well!  Wish I would have found you sooner!!,OR,original,OR
Cap breaks easily with no replacement to be purchased. Now my Thermos bottles are useless.,OR,original,OR
Great quality! Love the colors. So glad I ordered this. Happy in Gilbert Az :),OR,original,OR
"Great item and would recommend to anyone.
Love Amazon Prime and the fast shipping on everything.",OR,original,OR
"For my use this is just right, single live alone fixens for one.",OR,original,OR
This is a cute little letter rack!  I love it. Well put together too!,OR,original,OR
The color on this was way more yellow than what I wanted. I returned it.,OR,original,OR
Perfect case for handpresso hybrid.  I love the look and feel of this one. ,CG,original,OR
"Good quality and nice price, especially for the price. Very good quality.",CG,original,OR
Been using this for a few weeks and the only thing I didn't like is the size of,CG,original,OR
I love this mixing glass!  I love the taste of the cold water!  I have one,CG,original,OR
"I love this clock, nice and bright and colorful.  I also love that it's been made",CG,original,OR
I bought it for a small house and it's just what I needed for my small home.,CG,original,OR
Really like the larger cutting board. The only problem is that it's kind of hard to find.,CG,original,OR
"Super nice, perfect for wine glasses. The only problem is that it's kind of hard to put",CG,original,OR
Best built product I have been using for years and using it all the time. I have one in,CG,original,OR
I haven't even had it yet. The only reason I gave it 4 stars is because I just,CG,original,OR
"Daughter loves it, the cloth looks nice and the finish is good.  I just wish the",CG,original,OR
Product is not of good quality. The pieces are thin and it's difficult to hold the cup.,CG,original,OR
Cute coffee mug. The battery lasts a long time and is very easy to clean.,CG,original,OR
Nice candles for all your home decor and decor needs. I will be purchasing more in the future.,CG,original,OR
"I'm not a tea drinker, but I thought it would be a nice addition to the kitchen",CG,original,OR
"Probably the best item purchased, and it is the best. I will keep my review for future posts",CG,original,OR
"Very cute but the plastic doesn't stick to the walls.

The only reason I gave it",CG,original,OR
Nice quality for the price.  The only problem is that it's kind of hard to put the,CG,original,OR
Worked like a charm making it an easy to use and efficient way to make cheese.,CG,original,OR
Love this pillow for my daughter.  She loves it.  She also loves the pillow and we,CG,original,OR
Wouldn't stay on the shower rack. It's just too small.,CG,original,OR
Very nice.  Has everything I need and the materials are good.  I just wish the one,CG,original,OR
Love the bright red. I use it as a night light for my bed and it's been great,CG,original,OR
"Love it!
Great fit on my kitchen counter top. Easy to clean.",CG,original,OR
These pillow cases are okay.  They are lightweight and comfortable.  I also like the fact that,CG,original,OR
Great value! I use these for containers and they work great for baking.,CG,original,OR
"great color better than the picture. The only problem is that it's not really a vacuum, but",CG,computer-generated,CG
Pretty Piece but mine came with a small hole in it for a hook that would fit through the holes,CG,original,OR
Good wine rack for the price. The only problem is that it's kind of hard to put the,CG,original,OR
"These look nice, but they are not the quality you would expect from a lot of the other brands",CG,original,OR
It is real wood. It looks real and the finish is good.  The only reason I gave,CG,original,OR
"Love these lids, so useful and easy to clean.  I will keep them for the next",CG,original,OR
"These are great, completely functional, and easy to clean. I will be purchasing more!Very pretty",CG,original,OR
This is great. Quick easy to assemble and the materials are good.  I have a large one,CG,original,OR
wonderful to be able to find an item with the instructions included in the box.,CG,original,OR
"These placemats spark learning time and an easy to use design.

The acrylic is strong",CG,computer-generated,CG
"very very pretty, but there are a couple of flaws. I will admit that I have been using",CG,original,OR
"Cant beat this fan for $60, but it is a little noisy, and the fans aren",CG,original,OR
"They're not super strongly magnetic, but they're very strong. I'm not sure how I would",CG,original,OR
Good heavy duty pan.  We have had it for a few months now and have not had any,CG,original,OR
Was part of a gift for my Downton-Abbey loving friend - it was a huge hit!,OR,original,OR
"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount.",OR,original,OR
"Getting ready to move.  Perfect assortment of bags for clothes, winter stuff, blankets, pillows, etc.",OR,original,OR
I love it.  Looks great and very easy to install. I installed it myself ;),OR,original,OR
Absolutely beautiful.  This is the second order from this company.  Couldn't be more satisfied.,OR,original,OR
My son used this over Thanksgiving. It said it works very well and made carving easy.,OR,original,OR
Love this.  Accurate and very fast.  My cooking has been elevated a few notches.,OR,original,OR
It's bigger than I thought it would be. But it arrived quickly and did the job.,OR,original,OR
"Perfect for the ""library!""  But started to rust where it hangs from the toilet tank.",OR,original,OR
Have not used it yet  - looking forward to having this handy while we travel!,OR,original,OR
Great product! I use it to store my homemade coconut milk. Glass storage is the best.,OR,original,OR
Nice clock. Love that it is two sided. Keeps time well. Nice size. Looks nostalgic enough.,OR,original,OR
work great on induction stove or single induction element..look great...smallest pan works on my induction stove,OR,original,OR
"I love these boxes, which I actually use as a toy box for my small dog.",OR,original,OR
Makes great coffee.  I used course grounds and have very little grounds in the coffee.,OR,original,OR
"This is a great little cleanup tool for small oops, the dog turned over the planter.",OR,original,OR
Bought these to use on the boat. Very excited to try with wine slushies this summer!!,OR,original,OR
"I love using this to hold my napkins especially outside, which keeps them from blowing away.",OR,original,OR
I did not care for the product.  It did not work for me at all.,OR,original,OR
The product arrived dried up and useless...perhaps laid on the shelf for years.  Returned it.,OR,original,OR
This is so easy to assemble. Delivered on time and it's perfect for me.,OR,original,OR
"We have 2 dogs, these bags are great!  Fit and work like they are advertised.",OR,original,OR
"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient.",OR,original,OR
The roses are beautiful. I am using them as flower pot pens in a black vase.,OR,original,OR
"although this is really nice stoneware, it is REALLY REALLY heavy
too heavy for my arthritic hands",OR,original,OR
I returned this. It was much smaller than I expected and there was a bent pole.,OR,original,OR
cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.,OR,original,OR
I love this product. I also recommend this:http://goo. gl/ejdEk5 for something you can reuse.,OR,original,OR
"nice little drainer could have been wider for me but he product is well made and
useful",OR,original,OR
Nice product but you will need glue for the top or else it won't stay on.,OR,original,OR
Such an easy way to make baked potatoes!  I love this and use it regularly.,OR,original,OR
Ordered 3 and one was broken. Very disappointed. Two stars though because the candle smells amazing.,OR,original,OR
Powerful. I use it everyday. It's very industrial so it should work for years to come.,OR,original,OR
"Beautiful and sturdy shower rack.  Good quality, easy to install, and all the parts needed.",OR,original,OR
"Fits the quarter sheet pan perfectly, and together they are great for the Breville Smart Oven.",OR,original,OR
Bought these for husband and he loves them. Less waist and just enough spray of cologne.,OR,original,OR
Works great for RV and outdoor use. A bit tough to wash due to their shape.,OR,original,OR
"A real pain to assemble, but an attractive and functional organizing space once that was over.",OR,original,OR
"We love our instant pot! Makes amazing rice!
Great pressure cooker without the stress of watching it!",OR,original,OR
Bought two for my new double stainless steel sink. They look great and are totally functional.,OR,original,OR
Charcoal in filters spills out into the water.  Not good.  If you have a regular,CG,original,OR
Bought this to go along with my 3rd one. I have a lot of small stuff and,CG,original,OR
Love these clips for my kitchen. The clips are very thick and easy to hang.,CG,original,OR
Wonderful mug. Keeps things hot and cold and drinks well. I will keep my tea in,CG,original,OR
"Used as a Memorial for a friend and she loved it.

The only reason I gave it",CG,original,OR
super deal for this mattress.  The mattress is comfortable and it's also a very strong pill.,CG,computer-generated,CG
My kiddo and I fight over what I want to do with it.,CG,original,OR
"Its ok. Doesn't naturally swirl, but it does the job.

The only reason I",CG,original,OR
"We love these for putting on an entertaining display, and I will keep them for the holidays!Great",CG,original,OR
"Nice shelves, holds my DVR, has the right height and is easy to clean.",CG,original,OR
Best price for the quantity!  I love the look and feel of this pillow.,CG,original,OR
I love these!  They are a nice quality and they fit perfectly on my table!  They,CG,original,OR
It slow down the water flow. The only way to fix it is to just throw the container in,CG,computer-generated,CG
Keeps me from traveling to the stores and the stores. I will keep my bag in the store,CG,computer-generated,CG
"Looks better in person. Kinda bulky, but very comfortable.

The only reason I gave",CG,original,OR
"The weakest part, over-the-door, is that it doesn't feel comfortable.

",CG,original,OR
"this is just ""OK"" takes time to get used to. I will keep my fingers crossed that",CG,original,OR
"This works so well for what it is intended to do.

The only reason I gave it",CG,original,OR
Great support pillow. Material is soft and comfortable. Overall a good purchase.,CG,original,OR
We received this item early and it arrived with a very good seal.  The dimensions are just right,CG,original,OR
This is a piece of cake. The pieces are just what I wanted for my kitchen.,CG,original,OR
"Works great. We used camping spoons and they worked great.

The only reason I gave",CG,original,OR
Got as a joke for this. The only reason I gave it 4 stars is because I just can,CG,original,OR
Product is damaged and feels cheap. The only reason I gave it 4 stars is because the one in,CG,original,OR
"Great pitcher, I use it daily. The only reason I gave it 4 stars is because I just",CG,original,OR
"Does not totally block light, but it does let you know when it's time to turn on the",CG,original,OR
Unique.  These look great and have the quality of a good quality.  They are a bit,CG,original,OR
"Really like this bowl stand.  I love the look and feel of it, and the handle fits",CG,original,OR
Love these sheets. Soft and soft. The quality is good too.  These sheets are a great,CG,original,OR
"this pot work great. it holds a large amount of liquid.

The lid is removable and",CG,original,OR
This is the only fan that has the wide-open feature.  This is the only fan that,CG,original,OR
"A very handy gadget for keeping an open jar of sliced bread cold.

The only downside is",CG,original,OR
"Cute colors and saves my time. The only problem is that it's not really a vacuum,",CG,computer-generated,CG
Item arrived exactly as expected. I love the look and feel of this pillow.,CG,original,OR
Does what it's supposed to do. The only problem is that it's kind of hard to put,CG,original,OR
I wish that this product had an easy to use instructions.  I also wish the instructions were more,CG,original,OR
Nice looking cups for every time. The only problem is that it's kind of hard to find.,CG,original,OR
"Really great iron...my only thing is it doesn't stay in place after washing, it slides out",CG,original,OR
TOTALLY CUTE! It's the perfect size for my morning coffee and evening tea.,OR,original,OR
Lately I've been using a towel again. Its easier to wash and dry then the rubber mat.,OR,original,OR
it drives our kitties nuts with the meows and it is great looking  on the wall.,OR,original,OR
Didn't mix the paint at all. maybe would have been good for a quart. but that's pointless.,OR,original,OR
"Starting to have problems due to Carpel tunnels--this fixed the problem, good quality easy install, works great!",OR,original,OR
Keeping it in my gunsafe to keep the moisture down. No running parts when inside your safe.,OR,original,OR
"Great extra closet storage without the expensive shelving built-ins. Also good in coat closets for hats, scarves....",OR,original,OR
"Works great, quiet, reduces dust on surfaces, keeps my allergies in check. The computer hardly needs cleaning.",OR,original,OR
liked the original style I had for years but it finally died.  This one works fine.,OR,original,OR
"This rug is perfect for my office. The colors are brought and vibrant, avenging other accessories perfectly.",OR,original,OR
"Do not buy, not worth the money. Return time not long enough to test them thoroughly. Disgusted.",OR,original,OR
It does what its suppose to do. It doesnt really move from under my bed too often.,OR,original,OR
"They are ok, don't hold the shape will. Don't mash them or your drink will slosh out.",OR,original,OR
"Getting the name brand is always worth the extra dime.  Exactly as described, and fast shipping!",OR,original,OR
Keeps my daughters chicken nuggets and ravioli warm for several hours. Good product for a sensible price,OR,original,OR
I have several of these and love them.  They have a tight seal and hold plenty.,OR,original,OR
"I love this pillow. I can make it as ""plump"" as I please. It's very cuddly too.",OR,original,OR
Oh sweet joy. This memory foam makes it nearly impossible for me to get out of bed.,OR,original,OR
No way you can beat the price of this and it works great once you season it!,OR,original,OR
What a cute little alarm clock.  Doesn't take up much room and definitely does the job!,OR,original,OR
if you like pinot noir this is the best thing to drink it from we love them,OR,original,OR
This was a Christmas present for my son and his wife.  So far only greaat comments.,OR,original,OR
I love these!!! I use them all the time. They are prefect for my needs.,OR,original,OR
Broke before I could use it! Leg broke during assembly. Cheap materials not fit for intended use.,OR,original,OR
This cover fit perfectly and is beautiful in my room.  It feels thick and good quality.,OR,original,OR
Some how I changed the filter with this but indication for carbon on machine never go away,OR,computer-generated,CG
I purchased new cookware and needed protection; the really work great. Also good for separating glass bowls.,OR,original,OR
These are quite small. I recommend a ruler to see how small they will be before purchase.,OR,original,OR
Another good stand.  I use it with whatever wax pottery vessel I display in the kitchen.,OR,original,OR
Couldn't be happier. Great quality. Super nice padding. Stays on nice and snug. And it's pretty :),OR,original,OR
Works great and my 12 yr old daughter can carry it up the steps not problem; ),OR,original,OR
Just got these today and love them already! Strong and solid with weight and perfect grip! Cheers!!,OR,original,OR
"These are great, however 3 of the 13 bags (3 diff sizes) ripped in the first use.",OR,original,OR
No more sticky mess on the counter.  Nice spoon rest with rubber feet to prevent scratching.,OR,original,OR
"Excellent grinder for me.  I like good coffee, but I am not an expert on coffee.",OR,original,OR
Easy to use. Sweet potatoes are a little difficult but everything else is a breeze with this,OR,original,OR
"arrived on time, great product, looks nice and clean on the counter and works well, feels sturdy",OR,original,OR
"This stuff just works!  I use it for cleaning my kegs, coffee mugs, thermos, tile, etc.",OR,original,OR
"I love the size, the colors, the quality, and the overall quality of the product. ",CG,original,OR
Not as described. Not what I expected. Not what I wanted.,CG,original,OR
YAY!  We were able to assemble the pieces and put them together.,CG,original,OR
Easy to put together and looks nice and the finish is good.  I have a large one and,CG,original,OR
I have used these for a number of years and they are still working great. I have one in,CG,original,OR
"It's ok. For the price, it's a good value. I will keep it for a",CG,original,OR
Purchased one as a gift and it was a very nice item.  I have a large,CG,original,OR
"Really nicely made small knockbox.  I love the look and feel of it, and the size",CG,original,OR
Work perfect to store plastic containers. The only problem is that it's kind of hard to put the,CG,original,OR
"Fits perfectly in our bathtub. The only problem is that it's not really a vacuum,",CG,computer-generated,CG
"This is a wonderful rug.  I love the look and feel of it, and the color is",CG,original,OR
I have a tempurpedic mattress that has the mattress on it's back.,CG,original,OR
"Not a lot of variety, but I thought it would be a nice addition to the kitchen.",CG,original,OR
"Even though my shams were not as well as the ones I had received, I thought this one",CG,original,OR
My kid loves it. It looks great and the materials are good.  I just wish the one,CG,original,OR
"Works perfectly as expected. A little bulky, but very comfortable.

The only reason I gave",CG,original,OR
Great little unit. Wish it had an electric motor instead of a motor.,CG,original,OR
"Great product, good heavy set, will be ordering more. Love it.",CG,original,OR
Works fine but has a small hole in the bottom. I will keep that in mind when ordering.,CG,original,OR
A very study piece!  We have had the wooden part of the cup for a couple of years,CG,original,OR
"Finally, the perfect knife block.  The only problem is that it's not really a sharp edge",CG,computer-generated,CG
"I just used mine to make an apple pie crust. I did not need a pie crust, but",CG,original,OR
"Like walking on air!  We have the wide wooden legs of a travel trailer, and this one",CG,original,OR
"Like the drainer, but it has the design flaw. I need to turn it off to keep",CG,original,OR
These work really well.  We have had the wooden part of the cup for a couple of years,CG,original,OR
Beautiful rug. Ive had it for 3 years and love it.,CG,original,OR
"Very pricey, but very nice. I love the look and feel of this pillow.",CG,original,OR
"Great skirt! Love that the embroidery is very comfortable.

The fabric is a bit",CG,original,OR
"Not super powerful. Creates a nice, suction-free surface.",CG,original,OR
"still sucking over a year, and the only way to fix it is to just throw the container in",CG,original,OR
Daughter in law loves this.  She uses it to make her smoothies for her family.,CG,original,OR
Nice shape and size. Steeped up and down the stove for a couple of hours.,CG,original,OR
Works great if you cook a lot and want to make a smoothie for a small family.,CG,original,OR
"I really like the fan, it's quiet and stays cool.  I have a large one and",CG,original,OR
"Nice size fan, we packed it in the shipping box and it arrived on time.",CG,original,OR
"This can opener is a little bulky, but it is a great product for the price.",CG,original,OR
"I like using it, light and sturdy, cutting cheese and truffles well, good find adjustments, nice solid metal.",OR,original,OR
Awesome wastebasket!!! I would recommend it to anyone! Especially if you have a tight space like the bathroom.,OR,original,OR
This comforter is really comfortable.. comforter=comfortable. Just as described. It's brand new looking and quality is really fine.,OR,original,OR
"OMG this is all I use for butter, cream cheese etc. I never use my butter knifes anymore!",OR,original,OR
"I have two of these, one for the kitchen and one for the dining room.",OR,original,OR
I love that this has less plastic than other foaming dispensers. It works really well and looks nice.,OR,original,OR
Colors don't show up as good as the pictures. Some of the them are trying to come off.,OR,original,OR
So much on a  dinner table. we really enjoy this and have ordered several for wedding gifts,OR,original,OR
"Delivery was exactly as expected.  Bowls were in perfect condition, however they were much smaller than expected.",OR,original,OR
"Works great, now am able to measure grams also, makes it easy to use recipes from other Countries.",OR,original,OR
my wife love it.  Too bad you cannot use your own coffee. Their capsules are too expensive.,OR,original,OR
What rod fine. Very flimsy so I have to hold it precariously to even fill it with water,OR,original,OR
Seems to be ok on my butcher block .Not sure if it works any better than mineral oil.,OR,original,OR
"It works.  With a name like this, I was surprised to find that it's built in Asia.",OR,original,OR
This actually works. Our car was getting a funk and it after one week it is completely gone.,OR,original,OR
Not great: the steel is pretty thin. But the design is good and they're OK. Nice glass covers.,OR,original,OR
"The button wells are a bit shallow, but they still came out cute.  I used candy melts.",OR,original,OR
"I mean, it's a toilet brush but it's a very pretty toilet brush and seems to work well.",OR,original,OR
"i gave it five stars, you want me to leave a comment too.  have some consideration please!",OR,original,OR
Love this! Well made! Got it for storage in the bathroom. Fits double rolls of toilet paper well.,OR,original,OR
"This stuff did not adhere very well on the corners of our tables and is nowhere near ""Clear"".",OR,original,OR
Have dishes with this pattern and love the glasses to match.  Love the size and the shape.,OR,original,OR
Much larger than expected. Almost excessive but I love the patterns and it looks wonderful in my room.,OR,original,OR
"Necessary kitchen tool, this one was rated high by purchasers, and it works great.  Arrived on time.",OR,original,OR
Takes a while to get enough for noodles but ok product. Your hand might be tired when done.,OR,original,OR
Great frame. Wish the backer was a little heavier than cardboard but for the price it is fine.,OR,original,OR
"Really to strong, was expecting the pleasant aroma of Jasmine, instead got a heavy sweet smell unlike Jasmine.",OR,original,OR
I used these to hang pictures at a bridal shower.  They were super cute and good quality.,OR,original,OR
Great little unit for storage and organizing in my bathroom. I might just get another it's so handy.,OR,original,OR
"The  quality is not that good. When I bake a pie, the silicone cake pan changes color.",OR,original,OR
This set works perfectly with our new RTIC 30-ounce mug.  Everything is there if we need it.,OR,original,OR
Bought these as extra containers for my 6 Pack Fitness Renee tote. Easier to meal prep with more.,OR,original,OR
You would be better off just sitting you kitchen wrap products on your pantry selves or kitchen counter.,OR,computer-generated,CG
This makes very good coffee and just the right temperature.  We also like the single serve option.,OR,original,OR
"Perfect size, fit exactly into bed frame.  My 16 and 13 year old daughters put it together.",OR,original,OR
"I love it! It looks great in our entryway and despite the abuse from my boys, it's fine!",OR,original,OR
I have only had time to use it with the instructions but it works great for the price.,CG,original,OR
I am very pleased with this set and the quality. I will keep my review for future reference.,CG,original,OR
Best looking bar stool I use for my husband and I.  We also have a large one.,CG,original,OR
Beautiful napkins that wash very easily. The only problem is that they are too small for my,CG,original,OR
Beautiful piece of furniture!  We have had it for a few months now and it's been,CG,original,OR
I don't like that they are not the same as other brands.  These are the same type,CG,original,OR
